nameAr,nameEn,cuisineId,governorate,primaryLocationAr,priceCategory,overallRating,description,branchNameAr,districtNameAr,latitude,longitude,phoneNumber,operatingHoursAr,avgMealPrice,avgCoffeePrice,shishaPrice,instagramUrl,facebookUrl,menuUrl
كويك ميل,Quick Meal,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9503591,35.9227547,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
سترادا,Caffè Strada,2,محافظة العاصمة (عمان),عمان,$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9497556,35.9244542,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
بيت سعاد,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9859769,35.8921367,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
الدار دارك,Addar Darak,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9998176,35.94343,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مقهى المجلس,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.028942,35.8685919,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
فخر الدين,Fakhreldin,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9556267,35.9098463,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
شاورما زيونة,Zayooneh Shawerma,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9714969,35.8845253,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
لذة اسطنبول,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.0233093,35.8745682,796516633,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ابو الخير - كرشات,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.0309252,35.8763304,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ابو رياض,Abu Ryad,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5417743,35.8596472,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مشاوي عمان الكبرى,Great Amman Restaurant,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.960637,35.8765543,(06)592394,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ساره للمأكولات البحرية,Sara for see food,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9674975,35.8996172,(06)535900,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
المجد,almajd,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9562843,35.9081497,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
هوا بيروت,Hawa Beirut,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9590898,35.8620445,790000000,Mo-Su 10:00-23:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
هافانا,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5627182,36.0155112,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
قصر الشمال,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5629341,36.0159157,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
الدبلوماسي,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5631756,36.0159584,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
اسامة,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5674706,36.0165536,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كوفي شوب,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5392887,35.8497107,790000000,24/7,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ابو الوليد,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.3580769,35.8820472,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مسمكة السلام,Musamaka Assalam,1,محافظة العاصمة (عمان),عمان,$$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,29.51958,35.0040833,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
المحيط,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,29.5228602,35.0047577,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم باش فلافل,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.0127582,35.8326968,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ابو حسين العراقي مسقوف,abu Husain Iraqi restaurant,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9760656,35.8845341,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كرمز,Crumz,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9400458,35.8842901,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم وكافيه روميرو,Romero Café & Restaurant,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.6565838,35.6786289,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
حلويات البركة,Al Baraka Sweets,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.7186276,35.792646,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
أبو علي,Abu Ali,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,29.576119,35.4193847,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ابو مريم,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9672992,35.8771083,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مجنون قهوة,Majnoon Qahwe,2,محافظة العاصمة (عمان),عمان,$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9500518,35.8842704,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
برغر كينغ,Burger King,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9687725,35.8994551,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
طلة الويبدة,Tallet al-Webdeh,1,محافظة العاصمة (عمان),عمان,$$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9566452,35.926393,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
السروات,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9575099,35.8540851,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم طلعة الدير,Restaurant Abbey Road,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.7151323,35.792962,53241515,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم فيروز,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9510871,35.916441,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطاعم عمان الكبرى,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9568582,35.8515854,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كان,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9565162,35.9239446,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مخابز فرح,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9761372,35.925124,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
كافتيريا كلية الأعمال,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.0181759,35.8710779,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم البيت الأردني,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.0148511,35.8616149,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم موال,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9600606,35.868071,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ابو زغلة,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.8959437,35.9149853,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
غيث,Gaith,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9662017,35.9164765,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم و تجهيزات بابل الخير,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.971714,35.8826997,775057000,Mo-Sa 10:00-00:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطبخ ومطعم الديري,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9208633,35.9231683,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم التصبيحة,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9188635,35.9224361,790000000,Mo-Su 07:00-23:00,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
شاورما وبروستد هيا,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9199887,35.9222965,795366712,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم فلفول,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9214954,35.9283676,798983389,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم شلش,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9213676,35.9282913,795730203,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
بيت الزرب والمنسف,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.899198,35.9125134,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم نادر الشوعاني,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9216146,35.9156643,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ابو زغله,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.8959398,35.9150212,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
بيتزا هوت,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.9,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9148651,35.9133165,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم المنقل تشكن تكا,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9153288,35.9119303,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم ابو موسى,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9151007,35.9385012,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
ميديا كافية,Media Café,2,محافظة العاصمة (عمان),عمان,$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9710587,35.8431357,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
شاورما ايان,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5305328,35.8528365,96279582,التاسعه صباحا حتى الواحده ليلا,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم و استراحة سند,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.2587745,36.048746,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم قاسمية الفوال,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.2,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.4694554,36.1975681,790000000,24/7,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
نسكافية و قهوة وسط البلد,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.4675152,36.1968916,790000000,24/7,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم جبري جبل الحسين,Jabri Jabal Al Hussein,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9698183,35.913877,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
عربي للأجنحة الفندقية,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.1,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,29.5291874,35.0093992,96279056,24/7,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
وتر زرياب,Watar Ziryab,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.0109066,35.7679536,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم راجعين,Rajeen Restaurant,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9729021,35.871841,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم شلالات أبو زاد,Shalalat Abu Zad,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9838693,35.89595,795478391,24/7,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
منزل فابريزيا,Premium Place,2,محافظة العاصمة (عمان),عمان,$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9390189,35.8665781,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
مطعم سمك و طحينة للمأكولات البحرية,Fish and Tahina seafood restaurant,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9097421,35.8491296,796230202,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
عتابا,Ataba,1,محافظة العاصمة (عمان),عمان,$$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9490475,35.9276785,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
لبناني ام خليل,Um Khalil,1,محافظة العاصمة (عمان),عمان,$$$,4.3,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9511111,35.9175912,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
دلع كرشك,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5358521,35.8509105,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
شااورما ادم,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5352564,35.8521735,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
طعمية,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5370341,35.8693889,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
موتورز كافيه,motors,2,محافظة العاصمة (عمان),عمان,$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,32.5370862,35.869888,790000000,10:00 ص - 11:00 م,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
جدايل حواء,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.4,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9555332,35.9306404,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
قونيا,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.5,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9514302,35.9262238,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
قمر دين,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.6,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9514252,35.9257844,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
حكاية عمان,Premium Place,1,محافظة العاصمة (عمان),عمان,$$$,4.7,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9480593,35.9227122,790000000,10:00 ص - 11:00 م,12,1.5,0,https://instagram.com,https://facebook.com,https://example.com/menu
منارة,Manara,2,محافظة العاصمة (عمان),عمان,$$,4.8,"من الأماكن المتميزة والمعتمدة في عمّان، يقدم خدمات راقية وجلسات مريحة تناسب الجميع.",الفرع الرئيسي,عمان,31.9551148,35.9241429,790000000,Mo-Sa 09:00-23:00,4,2.5,4.5,https://instagram.com,https://facebook.com,https://example.com/menu
